timestamp,source_city,destination_city,weight,delivery_time,cost,bot_score
2024-06-13 14:00:00,Brightwater,Shadowfen,303.38,5.24,276.69,0.619
2024-01-01 04:00:00,Shadowfen,Silverpeak,485.26,4.42,1427.11,0.373
2024-05-07 22:00:00,Stormhaven,Irondale,440.81,16.49,1310.6,0.496
2024-01-24 10:00:00,Silverpeak,Vortheim,482.91,12.99,1335.51,0.556
2024-03-21 22:00:00,Brightwater,Irondale,476.51,11.43,1536.05,0.652
2024-04-26 00:00:00,Stormhaven,Nexara,233.01,22.12,1170.47,0.484
2024-01-31 06:00:00,Nexara,Vortheim,194.24,4.78,616.71,0.365
2024-02-29 10:00:00,Crystalport,Silverpeak,282.82,8.95,969.67,0.37
2024-03-25 12:00:00,Vortheim,Stormhaven,344.73,20.61,1479.63,0.35
2024-06-06 16:00:00,Shadowfen,Stormhaven,240.75,7.64,461.36,0.769
2024-01-02 12:00:00,Silverpeak,Stormhaven,359.49,11.27,1234.94,0.608
2024-03-01 12:00:00,Brightwater,Crystalport,329.24,14.32,1105.25,0.643
2024-06-07 18:00:00,Vortheim,Brightwater,410.4,15.17,630.2,0.823
2024-01-16 12:00:00,Shadowfen,Vortheim,362.9,11.98,1158.32,0.405
2024-02-01 12:00:00,Irondale,Vortheim,444.24,7.65,1334.98,0.465
2024-02-19 22:00:00,Silverpeak,Vortheim,471.22,8.85,1573.58,0.48
2024-05-27 14:00:00,Brightwater,Irondale,138.58,12.2,653.73,0.482
2024-06-06 22:00:00,Vortheim,Irondale,403.5,7.02,649.71,0.8
2024-02-19 12:00:00,Irondale,Nexara,278.94,10.15,931.05,0.441
2024-05-15 04:00:00,Silverpeak,Vortheim,404.11,9.9,1198.68,0.437
2024-05-14 12:00:00,Nexara,Stormhaven,13.33,19.03,566.09,0.698
2024-01-19 10:00:00,Nexara,Irondale,478.27,12.36,1577.19,0.562
2024-01-27 22:00:00,Shadowfen,Silverpeak,371.22,4.49,1109.62,0.569
2024-05-04 00:00:00,Nexara,Crystalport,388.17,8.79,1151.22,0.685
2024-04-24 08:00:00,Irondale,Brightwater,274.98,11.89,996.57,0.682
2024-01-02 02:00:00,Irondale,Shadowfen,79.05,6.64,421.66,0.695
2024-05-05 02:00:00,Brightwater,Shadowfen,404.82,4.59,1160.35,0.655
2024-02-02 16:00:00,Brightwater,Stormhaven,253.27,5.46,748.59,0.606
2024-04-06 02:00:00,Irondale,Silverpeak,18.17,4.47,183.15,0.385
2024-04-26 08:00:00,Irondale,Stormhaven,322.33,15.33,1168.93,0.434
2024-01-14 10:00:00,Brightwater,Crystalport,299.72,11.51,1077.11,0.434
2024-05-24 18:00:00,Shadowfen,Irondale,213.28,6.53,772.47,0.349
2024-04-08 06:00:00,Crystalport,Shadowfen,34.43,11.17,335.8,0.53
2024-03-02 20:00:00,Shadowfen,Silverpeak,270.41,4.99,767.06,0.42
2024-02-16 14:00:00,Crystalport,Silverpeak,334.59,7.32,957.4,0.459
2024-03-18 22:00:00,Vortheim,Irondale,193.66,8.7,700.76,0.344
2024-04-01 04:00:00,Silverpeak,Stormhaven,415.81,9.13,1347.67,0.345
2024-02-03 10:00:00,Nexara,Irondale,161.26,13.06,738.79,0.373
2024-01-18 06:00:00,Shadowfen,Crystalport,438.6,12.93,1379.45,0.62
2024-01-16 00:00:00,Irondale,Shadowfen,179.14,7.56,683.34,0.644
2024-01-03 00:00:00,Brightwater,Irondale,184.59,10.0,796.39,0.559
2024-03-20 22:00:00,Brightwater,Stormhaven,444.86,5.62,1268.19,0.328
2024-04-27 06:00:00,Stormhaven,Shadowfen,268.3,6.42,916.72,0.667
2024-03-19 06:00:00,Vortheim,Crystalport,235.76,4.97,784.24,0.695
2024-01-09 22:00:00,Shadowfen,Nexara,339.13,16.04,1302.9,0.345
2024-01-01 06:00:00,Silverpeak,Nexara,159.08,13.62,751.4,0.416
2024-02-14 18:00:00,Stormhaven,Crystalport,416.58,15.58,1497.59,0.383
2024-02-08 08:00:00,Brightwater,Stormhaven,29.87,4.51,214.52,0.566
2024-01-06 18:00:00,Vortheim,Nexara,274.29,5.23,840.57,0.678
2024-01-02 14:00:00,Brightwater,Crystalport,266.14,11.34,1000.63,0.343
2024-05-13 10:00:00,Nexara,Brightwater,210.04,21.85,980.08,0.397
2024-03-31 20:00:00,Nexara,Silverpeak,140.12,12.61,743.28,0.629
2024-02-10 20:00:00,Irondale,Brightwater,82.91,13.12,478.67,0.493
2024-05-23 10:00:00,Vortheim,Stormhaven,366.07,22.66,1540.44,0.549
2024-01-31 04:00:00,Brightwater,Irondale,86.75,9.29,447.0,0.539
2024-04-15 02:00:00,Nexara,Silverpeak,377.58,16.75,1344.0,0.411
2024-04-14 14:00:00,Stormhaven,Irondale,127.72,13.75,665.26,0.533
2024-03-24 14:00:00,Stormhaven,Irondale,127.51,14.03,627.98,0.607
2024-04-05 04:00:00,Irondale,Vortheim,13.45,6.65,247.9,0.465
2024-04-05 06:00:00,Nexara,Silverpeak,126.03,15.51,609.74,0.552
2024-03-20 10:00:00,Silverpeak,Nexara,256.64,15.34,1050.39,0.558
2024-01-14 14:00:00,Crystalport,Brightwater,179.71,15.33,774.81,0.481
2024-04-09 12:00:00,Shadowfen,Silverpeak,203.15,4.99,676.96,0.489
2024-05-10 18:00:00,Brightwater,Stormhaven,38.0,5.06,237.31,0.568
2024-03-15 06:00:00,Nexara,Silverpeak,209.61,16.22,877.76,0.379
2024-06-09 06:00:00,Shadowfen,Irondale,290.84,8.47,535.61,0.724
2024-04-05 18:00:00,Vortheim,Silverpeak,309.46,10.39,1150.1,0.601
2024-03-26 02:00:00,Silverpeak,Vortheim,26.87,12.39,338.47,0.654
2024-02-25 22:00:00,Stormhaven,Crystalport,499.46,18.69,1615.61,0.623
2024-02-04 04:00:00,Stormhaven,Vortheim,377.86,20.42,1461.4,0.338
2024-01-28 04:00:00,Silverpeak,Vortheim,196.65,9.85,743.05,0.504
2024-05-09 04:00:00,Stormhaven,Brightwater,123.36,4.39,401.88,0.322
2024-03-18 04:00:00,Shadowfen,Nexara,94.08,16.75,616.3,0.313
2024-02-10 02:00:00,Stormhaven,Shadowfen,275.29,8.17,826.78,0.517
2024-01-15 10:00:00,Irondale,Vortheim,434.83,8.17,1263.38,0.402
2024-05-14 00:00:00,Brightwater,Stormhaven,133.6,5.65,462.15,0.341
2024-04-03 02:00:00,Irondale,Nexara,61.77,11.35,456.29,0.547
2024-02-17 04:00:00,Silverpeak,Crystalport,169.91,6.86,667.21,0.472
2024-06-11 10:00:00,Shadowfen,Nexara,107.47,19.29,224.7,0.624
2024-01-25 06:00:00,Crystalport,Brightwater,451.67,12.98,1590.98,0.648
2024-01-22 08:00:00,Crystalport,Shadowfen,356.17,12.92,1056.25,0.321
2024-06-12 16:00:00,Stormhaven,Brightwater,370.68,12.06,1657.56,0.868
2024-03-10 04:00:00,Crystalport,Vortheim,156.06,5.54,492.25,0.561
2024-05-03 10:00:00,Vortheim,Nexara,213.35,5.21,635.58,0.672
2024-03-16 12:00:00,Brightwater,Irondale,111.34,10.17,553.85,0.471
2024-05-08 14:00:00,Nexara,Crystalport,211.81,7.85,762.72,0.643
2024-06-08 18:00:00,Crystalport,Stormhaven,365.63,18.58,665.68,0.707
2024-04-08 04:00:00,Irondale,Vortheim,108.45,9.12,499.87,0.416
2024-02-13 12:00:00,Crystalport,Silverpeak,499.74,8.0,1334.79,0.454
2024-03-31 02:00:00,Irondale,Silverpeak,349.75,4.61,1052.6,0.625
2024-04-04 10:00:00,Crystalport,Nexara,218.14,6.99,721.77,0.303
2024-02-02 18:00:00,Shadowfen,Brightwater,309.01,5.5,832.07,0.563
2024-05-21 16:00:00,Shadowfen,Irondale,381.92,8.46,1157.46,0.341
2024-02-12 18:00:00,Brightwater,Shadowfen,442.18,5.44,1310.12,0.409
2024-01-15 04:00:00,Shadowfen,Crystalport,232.11,10.74,859.45,0.46
2024-05-23 06:00:00,Vortheim,Crystalport,418.14,5.69,1227.15,0.326
2024-04-09 00:00:00,Vortheim,Stormhaven,481.92,22.12,1847.16,0.332
2024-06-10 10:00:00,Shadowfen,Brightwater,317.79,4.12,283.89,0.712
2024-05-27 20:00:00,Stormhaven,Brightwater,262.32,5.96,728.53,0.343
2024-03-15 10:00:00,Crystalport,Stormhaven,220.54,19.81,1025.14,0.529
2024-04-06 16:00:00,Nexara,Irondale,353.56,12.81,1055.93,0.581
2024-04-11 22:00:00,Crystalport,Silverpeak,309.35,9.26,876.29,0.509
2024-01-03 08:00:00,Brightwater,Vortheim,359.01,20.38,1229.45,0.407
2024-01-24 14:00:00,Irondale,Stormhaven,24.69,15.15,395.9,0.381
2024-01-15 08:00:00,Stormhaven,Vortheim,142.66,19.27,881.33,0.31
2024-01-12 10:00:00,Brightwater,Nexara,309.2,20.65,1219.19,0.362
2024-02-11 16:00:00,Brightwater,Shadowfen,17.01,5.67,175.51,0.596
2024-04-08 14:00:00,Nexara,Crystalport,385.12,7.44,1095.39,0.628
2024-03-25 02:00:00,Brightwater,Silverpeak,353.42,8.42,1037.01,0.482
2024-01-05 14:00:00,Stormhaven,Shadowfen,446.1,7.6,1272.64,0.338
2024-02-03 08:00:00,Silverpeak,Vortheim,489.98,11.99,1393.44,0.376
2024-04-14 08:00:00,Shadowfen,Silverpeak,490.2,5.42,1376.51,0.303
2024-05-01 16:00:00,Nexara,Vortheim,42.14,5.14,239.14,0.462
2024-02-14 14:00:00,Stormhaven,Silverpeak,177.48,9.78,753.07,0.557
2024-05-22 04:00:00,Stormhaven,Silverpeak,464.33,10.59,1461.27,0.56
2024-04-17 22:00:00,Shadowfen,Silverpeak,103.07,4.23,407.06,0.562
2024-03-05 00:00:00,Silverpeak,Shadowfen,205.13,5.79,630.67,0.563
2024-01-09 10:00:00,Stormhaven,Shadowfen,434.37,6.48,1168.97,0.451
2024-05-07 06:00:00,Stormhaven,Irondale,90.33,12.89,602.99,0.485
2024-04-27 04:00:00,Shadowfen,Nexara,244.56,18.72,968.49,0.665
2024-02-03 20:00:00,Stormhaven,Crystalport,328.98,14.02,1258.78,0.505
2024-02-16 20:00:00,Shadowfen,Nexara,395.9,17.44,1344.29,0.443
2024-02-01 06:00:00,Irondale,Silverpeak,12.56,4.07,164.57,0.598
2024-04-10 10:00:00,Stormhaven,Silverpeak,295.81,10.21,1062.15,0.314
2024-02-10 16:00:00,Silverpeak,Vortheim,363.85,12.63,1192.54,0.352
2024-03-24 00:00:00,Stormhaven,Vortheim,173.88,17.58,938.3,0.622
2024-04-09 14:00:00,Brightwater,Shadowfen,424.92,4.81,1266.14,0.433
2024-01-27 06:00:00,Silverpeak,Brightwater,139.8,8.31,565.46,0.46
2024-01-30 18:00:00,Crystalport,Vortheim,58.21,5.53,279.21,0.406
2024-05-01 04:00:00,Silverpeak,Crystalport,340.35,6.72,1078.89,0.542
2024-05-13 06:00:00,Nexara,Irondale,402.57,9.67,1308.19,0.498
2024-02-20 12:00:00,Nexara,Vortheim,339.31,5.05,989.53,0.4
2024-02-18 16:00:00,Brightwater,Silverpeak,432.23,8.98,1222.71,0.378
2024-01-12 02:00:00,Stormhaven,Silverpeak,491.37,10.55,1386.76,0.688
2024-01-07 14:00:00,Nexara,Vortheim,257.57,4.64,819.14,0.658
2024-02-08 00:00:00,Brightwater,Nexara,24.54,16.36,581.04,0.48
2024-05-01 12:00:00,Stormhaven,Brightwater,328.43,5.62,856.15,0.515
2024-04-16 08:00:00,Crystalport,Brightwater,467.68,14.88,1600.12,0.63
2024-02-03 00:00:00,Vortheim,Nexara,390.59,4.98,1005.72,0.313
2024-04-04 08:00:00,Brightwater,Stormhaven,60.36,4.86,257.8,0.504
2024-04-04 22:00:00,Nexara,Stormhaven,164.7,24.66,1044.26,0.42
2024-03-20 02:00:00,Nexara,Irondale,371.56,10.74,1116.98,0.493
2024-02-24 16:00:00,Stormhaven,Silverpeak,181.6,12.14,754.87,0.306
2024-02-10 10:00:00,Brightwater,Vortheim,249.56,20.36,1028.3,0.652
2024-04-06 00:00:00,Irondale,Nexara,360.33,12.8,1116.74,0.362
2024-01-23 08:00:00,Crystalport,Vortheim,457.06,5.25,1194.29,0.553
2024-02-28 18:00:00,Irondale,Vortheim,105.63,8.77,463.09,0.497
2024-03-04 18:00:00,Vortheim,Stormhaven,56.91,23.75,618.85,0.405
2024-04-23 06:00:00,Stormhaven,Crystalport,259.89,19.73,1066.26,0.672
2024-01-30 02:00:00,Crystalport,Nexara,310.9,7.66,1047.53,0.682
2024-01-19 16:00:00,Silverpeak,Nexara,40.14,14.09,484.85,0.663
2024-02-08 06:00:00,Irondale,Vortheim,363.48,6.41,1189.17,0.587
2024-04-06 06:00:00,Irondale,Nexara,335.53,8.88,1078.93,0.576
2024-01-19 18:00:00,Crystalport,Vortheim,276.45,5.47,875.62,0.509
2024-06-04 02:00:00,Silverpeak,Brightwater,166.16,3.1,611.13,0.644
2024-04-30 18:00:00,Brightwater,Stormhaven,218.17,4.25,620.56,0.548
2024-03-16 10:00:00,Vortheim,Silverpeak,202.84,11.76,724.34,0.592
2024-02-22 22:00:00,Brightwater,Silverpeak,362.18,8.05,1156.84,0.365
2024-04-05 00:00:00,Vortheim,Nexara,56.82,5.87,288.33,0.692
2024-06-09 08:00:00,Nexara,Brightwater,390.32,39.33,2930.58,0.692
2024-02-23 06:00:00,Irondale,Crystalport,282.87,4.86,818.16,0.516
2024-04-18 14:00:00,Vortheim,Crystalport,136.61,5.8,496.26,0.613
2024-03-08 02:00:00,Vortheim,Silverpeak,472.1,11.71,1403.97,0.561
2024-02-01 16:00:00,Irondale,Nexara,298.22,11.63,1016.66,0.326
2024-01-21 14:00:00,Nexara,Brightwater,345.93,17.6,1345.79,0.497
2024-02-09 00:00:00,Shadowfen,Irondale,199.82,7.69,748.78,0.331
2024-03-27 12:00:00,Brightwater,Irondale,109.96,11.25,585.8,0.322
2024-04-06 12:00:00,Brightwater,Vortheim,97.16,16.59,648.1,0.328
2024-01-18 08:00:00,Brightwater,Shadowfen,181.85,4.8,610.6,0.492
2024-06-01 14:00:00,Stormhaven,Shadowfen,53.18,8.74,356.02,0.544
2024-02-14 00:00:00,Shadowfen,Nexara,446.21,16.1,1475.01,0.323
2024-05-04 14:00:00,Silverpeak,Crystalport,459.16,8.55,1403.29,0.458
2024-03-05 16:00:00,Silverpeak,Stormhaven,253.48,12.22,984.47,0.352
2024-04-29 14:00:00,Vortheim,Stormhaven,24.57,21.28,513.34,0.473
2024-03-15 16:00:00,Brightwater,Stormhaven,94.2,4.43,361.79,0.413
2024-02-21 20:00:00,Silverpeak,Vortheim,131.71,10.68,629.1,0.477
2024-02-15 02:00:00,Shadowfen,Nexara,110.44,17.81,732.74,0.658
2024-03-12 20:00:00,Brightwater,Silverpeak,16.05,8.78,222.97,0.398
2024-01-20 16:00:00,Irondale,Silverpeak,327.31,4.77,961.09,0.326
2024-01-28 00:00:00,Irondale,Brightwater,135.95,12.6,650.29,0.543
2024-04-07 00:00:00,Vortheim,Stormhaven,468.1,23.19,1716.04,0.483
2024-01-11 06:00:00,Shadowfen,Vortheim,382.38,15.23,1314.11,0.325
2024-01-16 18:00:00,Vortheim,Silverpeak,479.73,9.2,1381.25,0.608
2024-01-20 00:00:00,Crystalport,Shadowfen,437.2,12.43,1239.21,0.352
2024-01-21 20:00:00,Brightwater,Shadowfen,152.91,5.72,527.07,0.612
2024-06-02 06:00:00,Crystalport,Irondale,46.42,5.69,264.07,0.371
2024-05-12 22:00:00,Vortheim,Silverpeak,447.55,11.13,1379.37,0.466
2024-06-01 02:00:00,Brightwater,Stormhaven,439.58,5.61,1154.49,0.603
2024-04-03 06:00:00,Brightwater,Irondale,323.82,13.02,1044.24,0.313
2024-04-24 20:00:00,Brightwater,Silverpeak,220.43,6.9,746.67,0.312
2024-03-06 20:00:00,Nexara,Brightwater,179.81,17.0,932.01,0.369
2024-05-06 02:00:00,Silverpeak,Stormhaven,384.79,10.22,1156.48,0.69
2024-05-12 02:00:00,Vortheim,Nexara,63.55,4.2,300.58,0.409
2024-05-04 04:00:00,Vortheim,Crystalport,255.28,5.06,817.49,0.402
2024-06-11 12:00:00,Brightwater,Silverpeak,76.05,15.76,763.41,0.771
2024-03-17 12:00:00,Crystalport,Nexara,242.98,7.63,863.83,0.367
2024-01-22 20:00:00,Brightwater,Crystalport,89.22,14.86,518.13,0.433
2024-05-18 04:00:00,Shadowfen,Stormhaven,417.92,7.76,1332.14,0.327
2024-03-18 06:00:00,Stormhaven,Silverpeak,213.77,10.55,738.71,0.49
2024-03-21 06:00:00,Brightwater,Shadowfen,413.76,4.94,1090.78,0.62
2024-02-05 12:00:00,Crystalport,Nexara,223.4,8.76,770.21,0.622
2024-03-30 10:00:00,Crystalport,Brightwater,203.75,15.76,891.56,0.467
2024-03-26 14:00:00,Vortheim,Silverpeak,488.54,12.33,1459.61,0.474
2024-02-23 00:00:00,Nexara,Brightwater,19.37,23.13,511.77,0.397
2024-03-28 06:00:00,Crystalport,Nexara,493.48,8.03,1362.26,0.664
2024-05-26 22:00:00,Silverpeak,Nexara,163.55,13.38,753.16,0.645
2024-05-21 12:00:00,Shadowfen,Stormhaven,48.96,6.9,321.64,0.448
2024-02-20 02:00:00,Vortheim,Crystalport,295.27,5.04,812.15,0.33
2024-04-11 20:00:00,Brightwater,Crystalport,322.95,16.36,1074.33,0.337
2024-05-10 08:00:00,Crystalport,Shadowfen,388.54,12.42,1163.79,0.608
2024-05-17 18:00:00,Crystalport,Stormhaven,217.49,14.76,971.6,0.565
2024-05-24 04:00:00,Shadowfen,Nexara,93.37,15.39,626.14,0.522
2024-05-03 14:00:00,Brightwater,Irondale,279.14,12.25,1021.18,0.43
2024-02-04 02:00:00,Stormhaven,Silverpeak,333.22,9.92,1033.06,0.679
2024-03-23 20:00:00,Nexara,Silverpeak,295.52,11.88,1006.94,0.588
2024-03-26 20:00:00,Vortheim,Silverpeak,122.89,10.43,557.68,0.565
2024-01-11 00:00:00,Shadowfen,Vortheim,348.29,15.68,1108.26,0.551
2024-06-07 20:00:00,Nexara,Stormhaven,343.0,24.98,746.5,0.84
2024-05-01 22:00:00,Silverpeak,Irondale,276.27,4.36,783.82,0.334
2024-04-05 20:00:00,Shadowfen,Stormhaven,72.63,7.36,387.85,0.314
2024-01-11 20:00:00,Vortheim,Irondale,184.49,8.34,725.56,0.395
2024-02-18 10:00:00,Nexara,Silverpeak,475.11,11.93,1578.43,0.524
2024-02-22 16:00:00,Brightwater,Shadowfen,265.58,5.77,835.43,0.438
2024-04-29 02:00:00,Brightwater,Irondale,270.65,9.01,910.61,0.567
2024-03-16 04:00:00,Irondale,Shadowfen,340.7,8.83,996.86,0.604
2024-02-16 06:00:00,Brightwater,Shadowfen,323.9,4.33,965.9,0.526
2024-06-08 02:00:00,Shadowfen,Silverpeak,369.61,5.26,337.86,0.838
2024-05-17 16:00:00,Brightwater,Vortheim,294.56,14.76,1135.42,0.391
2024-04-05 16:00:00,Brightwater,Irondale,395.39,10.15,1198.71,0.493
2024-02-25 08:00:00,Shadowfen,Silverpeak,169.01,4.38,522.29,0.578
